Id,SalePrice
1461,127846.87
1462,161038.15
1463,183486.24
1464,184079.24
1465,199830.17
1466,179484.18
1467,172779.12
1468,166824.06
1469,184244.76
1470,126439.53
1471,204028.98
1472,99799.73
1473,97779.16
1474,154075.99
1475,131410.47
1476,394023.52
1477,265098.33
1478,293927.67
1479,274556.82
1480,475955.44
1481,315536.74
1482,215110.54
1483,166724.46
1484,167846.11
1485,177233.75
1486,192632.33
1487,335356.30
1488,245973.59
1489,197364.79
1490,207337.78
1491,188135.14
1492,97531.79
1493,192272.46
1494,301227.35
1495,297999.26
1496,225024.53
1497,170140.68
1498,159369.38
1499,159398.85
1500,144344.91
1501,163763.49
1502,150785.96
1503,308124.05
1504,235386.95
1505,216304.11
1506,180824.30
1507,237201.66
1508,200115.35
1509,158831.45
1510,148039.87
1511,143551.81
1512,164420.87
1513,149394.73
1514,189062.71
1515,197396.01
1516,167716.16
1517,159351.88
1518,142293.39
1519,229236.29
1520,137162.31
1521,140024.08
1522,173529.77
1523,109204.42
1524,121414.76
1525,126121.90
1526,132959.55
1527,102722.65
1528,137763.61
1529,142716.14
1530,172118.24
1531,116696.02
1532,109716.62
1533,139000.16
1534,119753.47
1535,165366.03
1536,114125.35
1537,93746.18
1538,186154.08
1539,211269.92
1540,115810.82
1541,153293.19
1542,146908.44
1543,220803.87
1544,78733.89
1545,111083.94
1546,129027.98
1547,137483.93
1548,131245.63
1549,110082.95
1550,146752.34
1551,133135.76
1552,147614.81
1553,150688.68
1554,107810.03
1555,177617.28
1556,101269.04
1557,115872.76
1558,97732.73
1559,107843.30
1560,144495.20
1561,150753.91
1562,129856.68
1563,125110.68
1564,160596.51
1565,151610.92
1566,226599.22
1567,85171.17
1568,220745.52
1569,146925.31
1570,128762.71
1571,129444.07
1572,150145.79
1573,266949.85
1574,132922.84
1575,216576.15
1576,217266.65
1577,193831.01
1578,148214.62
1579,149842.80
1580,197058.71
1581,148380.93
1582,128740.83
1583,350998.74
1584,227636.23
1585,141060.96
1586,81123.71
1587,99270.38
1588,143407.38
1589,98337.45
1590,137120.61
1591,97684.47
1592,123866.07
1593,128640.28
1594,134401.19
1595,130721.29
1596,226250.32
1597,181544.35
1598,195892.76
1599,199019.83
1600,196022.25
1601,81895.32
1602,117237.43
1603,85710.14
1604,268579.46
1605,255470.21
1606,160280.26
1607,191634.91
1608,216439.53
1609,189629.40
1610,152534.90
1611,145817.79
1612,162886.70
1613,161884.90
1614,123318.35
1615,84632.15
1616,77125.52
1617,90886.37
1618,128275.96
1619,132595.00
1620,176707.33
1621,141275.27
1622,143485.55
1623,294400.09
1624,206947.33
1625,137470.32
1626,175936.34
1627,190155.21
1628,285719.02
1629,185901.23
1630,359819.45
1631,226220.38
1632,244737.46
1633,172193.76
1634,182145.92
1635,182534.53
1636,155589.64
1637,179325.80
1638,217194.69
1639,183068.47
1640,257452.72
1641,184875.78
1642,208017.36
1643,224348.44
1644,225251.80
1645,179846.21
1646,154545.72
1647,173170.15
1648,132214.57
1649,132739.10
1650,124781.92
1651,126962.79
1652,100330.28
1653,95995.90
1654,156309.05
1655,158717.03
1656,152993.05
1657,157020.71
1658,147688.94
1659,142315.54
1660,147338.94
1661,462199.60
1662,420664.61
1663,398182.09
1664,445271.10
1665,319200.16
1666,335778.29
1667,366100.87
1668,339253.55
1669,301029.17
1670,353229.78
1671,257487.36
1672,461840.21
1673,312087.51
1674,253474.17
1675,181667.18
1676,183450.48
1677,217172.29
1678,459270.63
1679,377474.37
1680,325923.44
1681,269034.75
1682,299981.09
1683,177635.82
1684,176892.34
1685,169023.85
1686,168457.53
1687,167790.30
1688,185469.56
1689,187811.52
1690,189464.70
1691,177293.66
1692,274061.21
1693,169552.39
1694,182965.64
1695,172141.68
1696,279776.61
1697,173005.52
1698,376813.72
1699,327797.32
1700,241476.74
1701,265023.36
1702,270766.16
1703,263523.19
1704,313757.50
1705,235709.45
1706,466933.31
1707,205202.18
1708,201662.96
1709,295543.59
1710,226333.11
1711,255022.95
1712,260416.45
1713,263230.54
1714,214031.60
1715,197558.75
1716,185796.07
1717,181964.08
1718,140649.00
1719,197653.50
1720,250948.35
1721,179661.75
1722,134853.53
1723,161784.61
1724,214954.59
1725,239152.28
1726,170463.25
1727,153391.92
1728,186369.74
1729,156066.49
1730,164899.84
1731,123007.42
1732,131393.99
1733,124800.91
1734,131419.98
1735,131715.55
1736,114225.33
1737,357502.76
1738,207717.70
1739,288036.43
1740,212051.28
1741,190342.13
1742,164019.61
1743,172973.02
1744,299514.89
1745,201253.27
1746,231615.49
1747,223350.38
1748,208724.18
1749,153238.35
1750,143419.59
1751,236420.75
1752,122361.75
1753,147683.64
1754,218090.68
1755,166559.24
1756,128229.05
1757,120857.57
1758,148200.65
1759,172266.88
1760,164950.74
1761,159617.08
1762,174020.52
1763,167582.52
1764,115689.51
1765,178251.27
1766,178957.15
1767,224900.35
1768,137355.24
1769,180282.43
1770,144439.25
1771,135376.55
1772,135300.37
1773,135399.62
1774,141505.07
1775,133602.28
1776,125462.53
1777,114081.13
1778,135782.11
1779,113258.62
1780,185023.95
1781,131956.18
1782,94711.83
1783,126697.65
1784,91561.62
1785,107373.63
1786,161416.25
1787,161957.17
1788,51179.05
1789,95167.69
1790,91715.25
1791,194698.07
1792,148095.76
1793,145997.79
1794,145165.54
1795,137930.17
1796,119039.92
1797,126171.98
1798,116015.74
1799,116046.28
1800,119003.95
1801,130998.30
1802,156116.35
1803,154831.14
1804,136161.68
1805,138930.76
1806,112402.93
1807,148714.78
1808,128161.25
1809,114215.92
1810,149055.60
1811,91323.59
1812,102597.46
1813,121968.08
1814,96750.41
1815,59315.76
1816,91325.55
1817,116511.24
1818,141860.92
1819,117899.17
1820,79427.91
1821,112601.08
1822,150500.37
1823,63298.64
1824,130410.67
1825,125022.10
1826,97320.12
1827,108847.44
1828,136538.51
1829,123029.07
1830,144129.29
1831,181370.93
1832,109746.39
1833,154642.38
1834,121377.98
1835,165571.78
1836,129699.94
1837,97052.21
1838,127043.85
1839,84570.92
1840,155294.90
1841,145428.18
1842,89490.20
1843,144636.47
1844,136950.95
1845,143068.56
1846,157383.05
1847,160475.86
1848,60670.13
1849,120827.81
1850,126467.21
1851,154493.65
1852,129048.99
1853,129798.91
1854,173373.00
1855,151197.06
1856,213452.41
1857,163675.52
1858,143343.57
1859,129487.66
1860,150287.50
1861,129247.06
1862,320328.79
1863,316959.55
1864,316959.55
1865,328209.34
1866,340788.43
1867,260726.53
1868,315813.76
1869,207517.24
1870,264510.64
1871,249717.13
1872,166304.47
1873,223979.00
1874,142889.36
1875,217439.76
