Id,SalePrice
1461,137785.17
1462,162584.17
1463,178243.20
1464,178911.02
1465,172670.33
1466,175258.56
1467,170948.42
1468,164078.47
1469,185900.34
1470,134377.23
1471,198049.78
1472,107524.24
1473,103975.80
1474,148764.58
1475,109897.38
1476,390621.56
1477,240096.03
1478,288526.75
1479,294094.38
1480,468042.91
1481,330971.12
1482,208635.48
1483,164776.53
1484,152002.67
1485,168833.33
1486,183855.89
1487,370857.25
1488,233400.91
1489,178560.28
1490,239655.69
1491,180294.14
1492,110815.85
1493,202791.84
1494,295982.81
1495,275823.44
1496,231179.80
1497,178290.83
1498,152324.83
1499,156810.31
1500,151447.00
1501,163967.77
1502,142124.52
1503,296411.91
1504,232580.31
1505,221299.97
1506,171574.28
1507,234682.78
1508,223233.97
1509,160329.55
1510,159928.42
1511,153425.44
1512,160936.81
1513,162086.33
1514,168229.80
1515,236402.16
1516,166058.72
1517,163395.88
1518,133438.34
1519,214000.39
1520,143337.31
1521,144618.09
1522,167606.72
1523,109952.38
1524,125308.11
1525,130289.48
1526,131800.84
1527,106923.78
1528,148476.16
1529,145086.11
1530,170631.09
1531,131672.80
1532,105253.53
1533,147526.50
1534,125300.16
1535,193419.25
1536,125639.41
1537,99520.59
1538,160994.94
1539,146397.78
1540,138276.22
1541,157281.12
1542,156125.80
1543,266020.00
1544,74616.84
1545,124344.25
1546,138042.95
1547,142187.83
1548,133233.42
1549,121158.64
1550,142985.73
1551,137352.14
1552,136939.59
1553,148963.12
1554,118691.62
1555,174792.81
1556,120165.58
1557,110734.63
1558,103566.91
1559,121587.71
1560,149805.59
1561,141494.11
1562,130382.93
1563,129495.16
1564,163937.70
1565,152642.66
1566,228631.97
1567,97950.41
1568,231871.77
1569,153003.52
1570,146080.05
1571,133091.61
1572,153799.45
1573,258645.59
1574,145944.52
1575,228308.83
1576,196955.36
1577,166963.83
1578,150679.19
1579,153260.17
1580,189813.75
1581,154305.94
1582,126871.02
1583,331815.38
1584,190267.89
1585,142888.53
1586,69275.84
1587,101191.97
1588,153928.97
1589,91639.20
1590,141937.55
1591,87264.51
1592,129220.91
1593,124064.16
1594,161259.70
1595,131913.44
1596,252809.38
1597,162777.31
1598,172972.39
1599,168501.84
1600,175494.44
1601,77687.33
1602,127195.92
1603,91649.01
1604,283012.97
1605,255740.97
1606,168686.50
1607,168648.34
1608,225714.59
1609,162494.11
1610,148676.78
1611,146568.73
1612,147185.50
1613,161093.55
1614,129016.65
1615,89620.74
1616,80197.11
1617,97806.59
1618,123952.05
1619,143603.39
1620,190029.23
1621,145542.02
1622,147315.59
1623,285624.97
1624,214564.03
1625,141093.36
1626,175019.42
1627,179110.45
1628,263829.81
1629,173210.97
1630,353184.12
1631,215512.16
1632,241403.56
1633,166735.94
1634,180417.38
1635,170662.16
1636,152781.55
1637,173870.19
1638,219684.16
1639,178230.30
1640,284983.38
1641,178934.45
1642,212373.03
1643,229508.00
1644,201362.28
1645,176489.44
1646,165433.06
1647,173556.59
1648,144572.00
1649,138463.80
1650,128225.92
1651,128306.17
1652,106619.97
1653,106617.52
1654,146192.44
1655,154649.20
1656,150644.56
1657,147513.30
1658,149421.17
1659,128718.14
1660,156202.20
1661,454832.47
1662,415687.88
