Id,SalePrice
1461,128989.49
1462,155758.20
1463,185106.60
1464,187800.16
1465,187495.69
1466,177394.17
1467,174630.95
1468,169369.75
1469,187115.29
1470,127268.20
1471,198836.25
1472,99271.52
1473,97274.86
1474,157593.66
1475,135383.36
1476,361940.87
1477,252019.84
1478,304452.20
1479,260164.66
1480,466742.26
1481,328279.68
1482,200727.93
1483,156637.48
1484,165164.34
1485,177100.84
1486,191656.76
1487,354125.42
1488,240155.00
1489,201715.32
1490,193636.45
1491,186091.26
1492,95430.92
1493,194361.05
1494,297266.37
1495,302365.64
1496,225275.80
1497,166780.88
1498,157250.24
1499,157851.14
1500,148743.48
1501,173845.61
1502,152194.77
1503,310765.67
1504,230262.52
1505,213615.67
1506,177445.43
1507,249309.84
1508,202776.06
1509,161591.21
1510,150120.06
1511,143792.93
1512,155195.01
1513,151524.22
1514,187826.63
1515,199089.81
1516,174744.25
1517,154562.16
1518,139616.57
1519,227634.85
1520,137058.68
1521,140276.63
1522,173398.52
1523,112202.54
1524,123458.47
1525,129287.01
1526,136582.72
1527,99689.22
1528,134356.02
1529,142440.69
1530,176933.40
1531,116630.00
1532,109263.14
1533,137184.15
1534,116818.11
1535,166955.23
1536,119475.64
1537,93490.92
1538,196545.45
1539,213643.44
1540,112770.44
1541,163885.51
1542,147577.03
1543,239567.62
1544,77753.77
1545,103213.84
1546,131860.05
1547,139581.17
1548,121968.74
1549,114311.67
1550,146688.04
1551,126491.50
1552,144891.15
1553,145167.05
1554,110746.54
1555,177128.73
1556,112250.31
1557,111292.87
1558,94362.39
1559,106438.68
1560,144757.86
1561,142944.95
1562,131462.88
1563,126559.47
1564,157635.90
1565,160238.98
1566,215296.96
1567,79221.73
1568,226501.22
1569,145887.42
1570,126120.13
1571,130639.59
1572,152184.49
1573,266419.05
1574,133838.22
1575,193571.92
1576,212495.64
1577,200532.68
1578,149278.69
1579,145473.59
1580,194254.07
1581,149027.77
1582,128356.61
1583,339066.64
1584,222870.41
1585,142038.07
1586,71920.45
1587,99927.59
1588,145048.23
1589,89411.07
1590,132990.42
1591,104822.07
1592,121319.27
1593,129946.40
1594,133012.26
1595,128987.75
1596,229574.00
1597,180930.04
1598,190202.10
1599,193976.74
1600,186668.26
1601,75351.40
1602,118675.43
1603,80710.66
1604,276303.52
1605,250258.51
1606,157077.57
1607,165068.45
1608,224187.55
1609,195824.02
1610,155260.33
1611,147638.94
1612,156723.72
1613,151450.12
1614,123270.53
1615,84973.21
1616,76604.24
1617,87844.49
1618,129541.21
1619,133782.18
1620,167905.03
1621,142495.85
1622,143931.65
1623,300165.69
1624,212017.02
1625,138321.72
1626,178476.42
1627,190793.96
1628,276051.75
1629,182608.80
1630,364196.54
1631,228208.02
1632,240732.12
1633,170266.86
1634,186514.19
1635,185061.98
1636,160681.05
1637,172670.33
1638,215270.76
1639,181949.84
1640,249018.45
1641,187339.88
1642,211998.91
1643,219652.94
1644,215400.71
1645,174617.91
1646,152408.24
1647,173597.52
1648,135812.77
1649,134861.43
1650,124741.33
1651,127190.61
1652,98314.31
1653,94295.53
1654,156747.30
1655,156729.27
1656,154227.30
1657,156863.35
1658,149647.50
1659,142859.41
1660,147811.94
1661,466931.29
1662,446014.89
1663,384086.30
1664,433309.06
1665,316470.47
1666,337884.43
1667,374737.84
1668,342796.86
1669,314165.34
1670,356861.76
1671,269145.19
1672,483977.00
1673,311032.65
1674,250797.59
1675,177600.09
1676,189425.07
1677,231713.55
1678,454595.32
1679,383945.27
1680,332409.21
1681,278025.25
1682,288970.87
1683,173131.26
1684,168885.84
1685,171663.82
1686,168184.27
1687,165107.98
1688,185027.27
1689,187585.86
1690,187467.97
1691,173939.08
1692,276127.68
1693,169669.57
1694,187804.98
1695,170683.34
1696,287686.25
1697,171272.50
1698,407525.65
1699,324939.53
1700,241574.08
1701,258751.15
1702,258055.18
1703,254599.42
1704,321598.10
1705,239809.58
1706,499585.59
1707,207134.93
1708,210058.13
1709,297899.37
1710,219758.10
1711,247323.42
1712,258612.59
1713,259695.70
1714,219431.64
1715,198696.18
1716,188178.22
1717,185957.09
1718,135967.07
1719,197567.63
1720,244753.67
1721,176983.30
1722,123479.53
1723,161443.68
1724,216622.88
1725,235391.72
1726,175456.22
1727,155934.97
1728,182629.56
1729,161751.77
1730,164046.67
1731,124443.82
1732,129196.82
1733,125011.86
1734,131491.99
1735,132690.99
1736,117800.64
1737,349868.79
1738,204925.17
1739,301283.94
1740,209429.38
1741,187955.60
1742,173845.61
1743,169747.77
1744,313990.88
1745,210570.56
1746,254968.35
1747,216866.41
1748,221923.95
1749,151519.06
1750,141855.22
1751,223763.32
1752,123293.63
1753,148781.91
1754,215798.61
1755,164266.97
1756,128119.93
1757,122814.00
1758,140522.99
1759,176245.77
1760,162227.94
1761,158166.98
1762,171398.98
1763,165832.69
1764,120328.36
1765,167621.85
1766,171433.69
1767,229718.14
1768,137429.90
1769,184199.74
1770,143438.30
1771,137855.09
1772,136325.03
1773,137917.77
1774,126968.69
1775,130438.25
1776,125812.40
1777,117376.49
1778,138636.89
1779,117610.74
1780,180626.71
1781,133265.34
1782,98285.65
1783,125177.52
1784,92594.34
1785,106896.76
1786,148304.20
1787,158287.01
1788,41025.58
1789,90206.31
1790,90433.98
1791,187403.82
1792,144410.25
1793,145458.33
1794,144915.92
1795,137084.82
1796,113396.72
1797,118759.64
1798,120394.91
1799,117971.38
1800,116037.41
1801,137010.87
1802,160628.66
1803,156250.84
1804,135729.58
1805,136184.47
1806,105915.15
1807,142726.39
1808,119268.59
1809,117633.66
1810,157042.01
1811,88612.70
1812,106977.85
1813,121166.32
1814,94739.38
1815,55606.48
1816,92555.27
1817,116587.81
1818,137770.45
1819,111892.82
1820,81044.30
1821,107823.09
1822,152413.96
1823,58655.83
1824,134417.71
1825,124016.11
1826,99518.67
1827,106459.09
1828,133857.28
1829,110137.67
1830,148764.41
1831,188223.85
1832,106876.74
1833,160028.02
1834,121022.32
1835,167891.36
