Id,SalePrice
1461,125617.01
1462,156516.05
1463,186335.08
1464,183828.62
1465,198492.09
1466,183103.83
1467,173090.99
1468,175264.58
1469,180123.42
1470,119641.23
1471,195811.54
1472,99775.70
1473,97054.55
1474,155639.63
1475,133852.14
1476,379483.68
1477,257443.16
1478,295231.91
1479,226031.06
1480,456264.77
1481,303575.12
1482,205872.25
1483,171264.87
1484,168247.70
1485,171668.93
1486,203288.52
1487,337049.77
1488,249112.12
1489,208722.05
1490,194894.27
1491,187818.75
1492,98108.12
1493,181788.86
1494,286356.24
1495,303146.84
1496,227877.87
1497,184820.15
1498,151639.50
1499,151830.59
1500,150414.10
1501,174337.50
1502,153105.43
1503,311490.99
1504,233125.79
1505,217706.50
1506,184248.90
1507,215974.71
1508,207194.41
1509,164014.58
1510,149521.66
1511,148491.56
1512,162320.26
1513,158504.99
1514,173696.63
1515,181422.87
1516,169954.13
1517,154990.41
1518,135279.69
1519,229344.68
1520,139178.32
1521,143988.46
1522,167823.65
1523,116726.94
1524,124114.26
1525,129803.46
1526,134424.23
1527,99385.76
1528,130693.27
1529,139950.54
1530,169996.70
1531,131327.44
1532,110197.19
1533,139894.55
1534,119733.79
1535,161418.73
1536,117341.00
1537,80981.29
1538,185262.20
1539,234877.83
1540,119471.60
1541,162656.53
1542,150223.36
1543,221597.72
1544,71337.07
1545,109434.93
1546,124780.81
1547,141229.61
1548,138101.29
1549,114692.50
1550,148397.79
1551,120140.67
1552,149630.67
1553,145855.81
1554,108582.18
1555,174446.67
1556,104412.85
1557,134484.88
1558,91420.36
1559,130256.65
1560,156766.55
1561,158566.86
1562,129251.76
1563,121485.38
1564,161272.15
1565,157007.40
1566,215972.69
1567,76821.95
1568,224500.15
1569,148414.03
1570,123292.73
1571,133198.33
1572,147521.87
1573,261589.73
1574,142002.88
1575,211837.10
1576,209106.73
1577,203254.22
1578,155003.07
1579,142572.70
1580,192030.60
1581,141839.17
1582,129761.54
1583,340419.25
1584,232503.73
1585,139168.12
1586,69728.78
1587,103660.03
1588,150405.81
1589,97563.48
1590,133860.73
1591,104372.24
1592,125015.38
1593,118417.85
1594,143407.04
1595,129565.78
1596,226195.17
1597,172860.34
1598,185380.80
1599,207746.93
1600,193143.35
1601,81236.75
1602,119595.90
1603,96962.11
1604,276215.19
1605,257714.02
1606,172809.88
1607,187036.34
1608,211279.36
1609,195902.73
1610,155217.41
1611,153214.67
1612,148674.49
1613,164974.57
1614,122803.81
1615,84016.77
1616,80375.78
1617,85946.00
1618,129048.72
1619,134462.30
1620,169146.81
1621,139322.85
1622,151792.68
1623,305995.57
1624,209934.93
1625,130769.80
1626,176068.05
1627,189178.87
1628,288735.37
1629,174047.22
1630,345780.88
1631,224027.71
1632,253307.42
1633,168833.90
1634,181144.23
1635,177624.58
1636,158038.15
1637,176595.58
1638,222002.92
1639,183455.04
1640,260697.29
1641,187080.54
1642,218357.28
1643,227319.13
1644,221847.11
1645,178360.61
1646,154650.29
1647,166582.36
1648,139322.60
1649,137742.60
1650,120561.83
1651,120800.75
1652,97533.40
1653,98107.63
1654,159819.04
1655,157101.55
1656,156472.62
1657,160094.23
1658,155373.58
1659,142830.32
1660,147018.50
1661,435251.04
1662,401759.67
1663,377914.91
1664,436969.64
1665,316989.83
1666,346021.03
1667,356687.72
1668,326329.23
1669,295978.62
1670,340937.08
1671,279323.69
1672,480706.47
1673,300187.20
1674,255581.85
1675,184897.80
1676,187327.48
1677,213648.38
1678,455647.45
1679,377874.00
1680,324128.34
1681,267919.47
1682,302522.10
1683,178012.28
1684,168351.62
1685,169964.75
1686,166649.81
1687,166074.52
1688,188279.08
1689,187938.18
1690,181676.77
1691,171141.15
