id,price_doc
30474,5791398.50
30475,8960279.00
30476,6325069.00
30477,6333821.00
30478,5070839.50
30479,9031646.00
30480,4306202.00
30481,4265964.50
30482,4964341.00
30483,4936940.50
30484,6777067.50
30485,5024926.50
30486,4317978.00
30487,4965258.00
30488,5966916.50
30489,5574628.00
30490,20617850.00
30491,17035660.00
30492,6884737.50
30493,16429780.00
30494,7587020.50
30495,10757363.00
30496,8695716.00
30497,9591667.00
30498,5520162.00
30499,10115558.00
30500,11267777.00
30501,7021127.50
30502,3544400.75
30503,5835174.00
30504,6250301.00
30505,10879382.00
30506,2220883.00
30507,5204969.50
30508,5494891.50
30509,6706256.50
30510,9910814.00
30511,8195987.50
30512,7000807.00
30513,4342017.50
30514,2292391.00
30515,9628414.00
30516,6034083.50
30517,10776254.00
30518,7394087.00
30519,5799512.50
30520,7621099.00
30521,6343144.00
30522,8143005.50
30523,6636426.50
30524,9235336.00
30525,8436181.00
30526,5132924.50
30527,4971561.00
30528,6234624.50
30529,7412186.50
30530,6197442.50
30531,12873052.00
30532,4733235.00
30533,10605760.00
30534,7545464.50
30535,9755108.00
30536,5151610.00
30537,11320522.00
30538,5910900.00
30539,8739665.00
30540,9892069.00
30541,8072564.00
30542,1560074.00
30543,5779126.00
30544,7346980.00
30545,10164008.00
30546,4010088.75
30547,11437979.00
30548,4176108.25
30549,5013272.00
30550,10805078.00
30551,5590517.00
30552,1545401.00
30553,9014491.00
30554,10808952.00
30555,5991097.50
30556,8832879.00
30557,10081454.00
30558,8458040.00
30559,7671980.50
30560,6832634.50
30561,7804936.50
30562,11752462.00
30563,5152171.00
30564,8049930.50
30565,7599047.50
30566,6624418.50
30567,1566030.50
30568,10569352.00
30569,9183283.00
30570,7319601.50
30571,7577550.50
30572,5181420.00
30573,6783918.00
30574,7158683.50
30575,8868472.00
30576,5372022.00
30577,5553944.50
30578,2271168.50
30579,8233307.00
30580,6426500.50
30581,5934229.50
30582,14848748.00
30583,7555403.00
30584,5458417.50
30585,4424508.00
30586,9876473.00
30587,5802771.00
30588,7851198.00
30589,9111419.00
30590,13164371.00
30591,5727718.50
30592,7234137.50
30593,8771833.00
30594,8010706.50
30595,6144628.50
30596,4903780.50
30597,6774845.00
30598,9995880.00
30599,11037166.00
30600,6290323.50
30601,7071322.50
30602,1558618.50
30603,13444875.00
30604,5573986.00
30605,7018373.00
30606,17121480.00
30607,7264701.00
30608,9979252.00
30609,5650380.00
30610,3581931.75
30611,5525883.00
30612,7383422.00
30613,9684152.00
30614,19596720.00
30615,7756263.00
30616,5555157.50
30617,8023748.50
30618,5339849.00
30619,4833029.00
30620,2174331.50
30621,11561172.00
30622,8911178.00
30623,6256844.50
30624,6635554.00
30625,8023852.00
30626,6910670.00
30627,7822816.50
30628,6796212.50
30629,5494029.50
30630,5051871.50
30631,6314695.50
30632,4889184.00
30633,6526659.50
30634,11278652.00
30635,9962989.00
30636,5806452.50
30637,9971170.00
30638,6947086.00
30639,10097198.00
30640,4618903.00
30641,7721637.50
30642,5918975.00
30643,8062788.00
30644,10054582.00
30645,7650699.50
30646,5628616.00
30647,5256945.00
30648,21938604.00
30649,2161447.50
30650,5655945.00
30651,2252897.00
30652,4588620.00
30653,5926293.00
30654,5099328.50
30655,13135976.00
30656,3484508.75
30657,7556963.50
30658,10837686.00
30659,5415923.00
30660,8731804.00
30661,6991504.00
30662,9642442.00
30663,24221588.00
30664,15981921.00
30665,5654272.00
30666,1994898.00
30667,4625692.50
30668,9608348.00
30669,5396634.00
30670,2600948.00
30671,8837460.00
30672,13699423.00
30673,10095620.00
30674,12024511.00
30675,1563158.50
30676,8597721.00
30677,4575168.50
30678,26388246.00
30679,6793370.50
30680,5318124.00
30681,2036631.50
30682,7439805.00
30683,10470886.00
30684,6963208.50
30685,8156340.00
30686,9604287.00
30687,5035869.00
30688,4584505.50
30689,15197291.00
30690,23205700.00
30691,5772040.00
30692,7042328.00
30693,8354526.00
30694,6848624.00
30695,6373060.00
30696,8560089.00
30697,12324196.00
30698,8324775.00
30699,6532495.50
30700,5149215.00
30701,10069002.00
30702,8192363.50
30703,4259977.00
30704,11213568.00
30705,10478811.00
30706,18874928.00
30707,2805271.25
30708,12188182.00
30709,6496474.00
30710,7193554.00
30711,5143952.00
30712,3881636.75
30713,7745939.50
30714,7486271.50
30715,4256115.00
30716,10475563.00
30717,7259249.50
30718,11710535.00
30719,12911416.00
30720,8352854.50
30721,5923877.00
30722,8454845.00
30723,6676567.00
30724,11244520.00
30725,7073260.00
30726,11409620.00
30727,9787496.00
30728,13150018.00
30729,2745621.00
30730,6545980.00
30731,6093187.50
30732,6647541.50
30733,8873592.00
30734,6931941.00
30735,5938499.00
30736,6687525.00
30737,7022375.00
30738,7077456.00
30739,2856604.25
30740,7778092.50
30741,10123874.00
30742,4353416.50
30743,5170533.00
30744,10813462.00
30745,7954093.50
30746,5939065.50
30747,15614455.00
30748,16151695.00
30749,6328133.50
30750,6937029.50
30751,4346013.00
30752,7286512.00
30753,12076286.00
30754,6181250.50
30755,2923439.00
30756,8010686.00
30757,5534129.00
30758,11054786.00
30759,6145042.00
30760,2763464.50
30761,10082257.00
30762,6525227.00
30763,11253148.00
30764,5662039.00
30765,5704627.50
30766,4188729.75
30767,9578268.00
30768,5753919.00
30769,6841591.00
30770,5662039.00
30771,3575076.25
30772,9050341.00
30773,7835964.50
30774,5567740.00
30775,12308120.00
30776,6994082.00
30777,5668025.50
30778,8215545.00
30779,6767125.50
30780,8904398.00
30781,6855206.50
30782,5804014.00
30783,4953330.00
30784,4194316.50
30785,5802392.00
30786,4459738.00
30787,6120103.00
30788,5076973.00
30789,7240121.50
30790,7950872.00
30791,10281314.00
30792,7037841.50
30793,12655984.00
30794,13472902.00
30795,11848290.00
30796,11744606.00
30797,14036085.00
30798,2729250.00
30799,10045558.00
30800,14518561.00
30801,6172327.50
30802,22595856.00
30803,4460116.50
30804,4139528.00
30805,16628395.00
30806,6974121.50
30807,6525037.50
30808,11563548.00
30809,5321002.50
30810,11652378.00
30811,4393773.50
30812,5774806.00
30813,5750262.00
30814,2918748.50
30815,5277452.50
30816,8658674.00
30817,1596064.50
30818,7983165.00
30819,9593166.00
30820,5450121.50
30821,28187534.00
30822,8593066.00
30823,6443425.00
30824,3689991.50
30825,5058925.50
30826,11505642.00
30827,5370560.00
30828,6211543.00
30829,7674153.00
30830,10490547.00
30831,6933386.00
30832,6036443.50
30833,6550185.00
30834,3775031.25
30835,9290616.00
30836,6566232.50
30837,5812102.00
30838,5169999.00
30839,6578634.50
30840,11968844.00
30841,10238712.00
30842,7074451.00
30843,6173928.00
30844,8027352.00
30845,9218962.00
30846,4466371.00
30847,6181356.00
30848,9049790.00
30849,4976131.50
30850,3713602.25
30851,5385376.00
30852,7897423.00
30853,4103590.00
30854,6567087.00
30855,8755081.00
30856,8831537.00
30857,2022275.50
30858,4657647.00
30859,5482316.50
30860,6193753.00
30861,8983098.00
30862,7856526.00
30863,5991269.00
30864,7809207.50
30865,10482240.00
30866,6460536.50
30867,6459093.50
30868,8350625.50
30869,6006768.00
30870,7769587.00
30871,9806156.00
30872,5296559.00
30873,4269587.00
30874,5785633.00
30875,6219390.50
30876,5341962.00
30877,9568746.00
30878,6079446.00
30879,9003043.00
30880,6332638.00
30881,1621644.00
30882,11203392.00
30883,4175311.75
30884,6079446.00
30885,4991302.00
30886,6953857.50
30887,6509324.50
30888,5123707.00
30889,6001147.00
30890,8501644.00
30891,4307600.00
30892,4307600.00
30893,4675372.00
30894,5978879.50
30895,4711476.00
30896,6363312.50
30897,9225594.00
30898,7846871.00
30899,7198349.50
30900,3979662.75
30901,7226437.50
30902,1619691.50
30903,6406647.50
30904,7750429.00
30905,6089061.00
30906,6084634.50
30907,9921454.00
30908,5097757.00
30909,14529967.00
30910,7763225.00
30911,4764291.00
30912,6950028.00
30913,24474904.00
30914,7044684.00
30915,11819589.00
30916,5987217.50
30917,10323323.00
30918,7071637.00
30919,2985386.75
30920,5973024.00
30921,4140701.75
30922,6860833.00
30923,4127915.50
30924,5428238.50
30925,17007046.00
30926,6538805.50
30927,8150215.00
30928,5447523.00
30929,5428238.50
30930,11024679.00
30931,11097874.00
