id,price_doc
30474,5411044.00
30475,8017171.00
30476,6516236.50
30477,6147025.50
30478,5968458.00
30479,8483004.00
30480,6216253.50
30481,5196970.50
30482,6596386.00
30483,5876670.50
30484,7061481.00
30485,5950888.00
30486,5562962.00
30487,6600395.50
30488,6392657.50
30489,6299242.50
30490,26935144.00
30491,21061264.00
30492,7896723.00
30493,17118060.00
30494,7427372.50
30495,11920413.00
30496,15507225.00
30497,8292813.50
30498,7050136.50
30499,10943022.00
30500,11984659.00
30501,9520259.00
30502,5590777.00
30503,6660004.00
30504,6015888.00
30505,9797922.00
30506,2983108.50
30507,5929614.00
30508,8049090.00
30509,8754903.00
30510,10515776.00
30511,9089464.00
30512,6634926.50
30513,6234178.00
30514,2818675.00
30515,10208752.00
30516,7443053.00
30517,10978782.00
30518,8084303.50
30519,5905255.00
30520,7755195.50
30521,6686569.00
30522,10149232.00
30523,6490370.00
30524,9355971.00
30525,7277869.50
30526,5927894.00
30527,5981736.00
30528,6535457.00
30529,6828160.00
30530,5412816.50
30531,14286894.00
30532,5359767.50
30533,11231131.00
30534,7414277.00
30535,10370545.00
30536,6080020.00
30537,11576514.00
30538,6409508.00
30539,16337021.00
30540,10525324.00
30541,7943018.50
30542,2541171.75
30543,5974177.50
30544,13448200.00
30545,9349486.00
30546,5248233.00
30547,12030976.00
30548,5318842.00
30549,6033127.50
30550,15560968.00
30551,6062263.50
30552,2535150.25
30553,9010128.00
30554,9934912.00
30555,9092916.00
30556,8345803.00
30557,10641061.00
30558,7751960.00
30559,6941520.50
30560,7413509.50
30561,7729226.00
30562,11891053.00
30563,6458688.50
30564,8705910.00
30565,8605596.00
30566,7483721.50
30567,2545105.50
30568,10999184.00
30569,10474993.00
30570,6014444.00
30571,7938130.00
30572,5947783.00
30573,7051356.00
30574,8547456.00
30575,6742127.50
30576,7514343.00
30577,6571574.50
30578,3004661.50
30579,8410698.00
30580,6616844.50
30581,6816836.00
30582,11700941.00
30583,7418446.50
30584,6033312.50
30585,5429290.50
30586,8585140.00
30587,6311739.50
30588,7053963.00
30589,11390896.00
30590,15611987.00
30591,6645802.50
30592,8685986.00
30593,15545860.00
30594,13880630.00
30595,6955093.50
30596,4582328.00
30597,7049555.00
30598,10670026.00
30599,10693028.00
30600,8398773.00
30601,6704482.50
30602,2540298.50
30603,14610164.00
30604,6245406.00
30605,7159487.00
30606,18918608.00
30607,6686246.00
30608,8038919.50
30609,6302890.00
30610,5606475.00
30611,8093152.00
30612,9058107.00
30613,10251924.00
30614,14345637.00
30615,10759121.00
30616,8165913.00
30617,8950769.00
30618,6971745.00
30619,5895018.00
30620,2968963.00
30621,10426421.00
30622,6650597.50
30623,6893124.00
30624,7388019.00
30625,10034204.00
30626,8150807.00
30627,13044479.00
30628,7064325.00
30629,7384792.50
30630,6255776.00
30631,6957754.50
30632,5540158.50
30633,6241673.50
30634,13462644.00
30635,10607898.00
30636,5396986.00
30637,10617928.00
30638,8066973.00
30639,7385297.00
30640,5340746.50
30641,10954990.00
30642,6900575.50
30643,8018684.00
30644,10727002.00
30645,6747783.00
30646,6249797.00
30647,6132937.00
30648,22225248.00
30649,2964582.50
30650,6605378.00
30651,2996345.75
30652,5327515.00
30653,6723395.50
30654,6032501.00
30655,8474356.00
30656,5065771.50
30657,7613795.00
30658,9924067.00
30659,6010514.00
30660,8883308.00
30661,6585658.00
30662,7762356.00
30663,22113558.00
30664,11554122.00
30665,6306963.00
30666,2737079.00
30667,5688633.00
30668,10747686.00
30669,6616168.50
30670,4879972.00
30671,11273808.00
30672,8989816.00
30673,9839646.00
30674,11318394.00
30675,2543023.25
30676,9110404.00
30677,5736531.50
30678,25992896.00
30679,8991945.00
30680,9570762.00
30681,4105273.75
30682,8699569.00
30683,11223101.00
30684,6380681.50
30685,8573783.00
30686,10207131.00
30687,5956785.00
30688,5863919.00
30689,12299260.00
30690,23445628.00
30691,6067107.50
30692,8564493.00
30693,13615806.00
30694,6622589.50
30695,6755550.00
30696,8939888.00
30697,9753955.00
30698,7627446.50
30699,6007429.50
30700,5934972.50
30701,10756101.00
30702,7944721.00
30703,5392913.00
30704,11209980.00
30705,9814287.00
30706,19266120.00
30707,3331049.50
30708,10642915.00
30709,6918278.00
30710,6529727.00
30711,6046374.00
30712,5153915.00
30713,7302898.50
30714,8287233.00
30715,5490383.00
30716,11234039.00
30717,7899802.00
30718,10660221.00
30719,10787487.00
30720,7554526.00
30721,8172468.50
30722,7700703.50
30723,7526123.50
30724,11724126.00
30725,6826098.50
30726,10983418.00
30727,10416913.00
30728,13274736.00
30729,3311544.50
30730,6114241.50
30731,9228400.00
30732,6894225.50
30733,13832974.00
30734,6801345.50
30735,7295473.50
30736,9538604.00
30737,7610357.50
30738,7011219.50
30739,3736332.25
30740,7270669.50
30741,8774490.00
30742,6215736.50
30743,5942848.50
30744,8729721.00
30745,9200586.00
30746,7296009.50
30747,16741376.00
30748,16773212.00
30749,6885843.00
30750,6381849.00
30751,5465597.00
30752,6831850.50
30753,12693177.00
30754,6460052.50
30755,3368876.50
30756,13880621.00
30757,6590073.00
30758,11244927.00
30759,7723242.50
30760,3177860.75
30761,11468053.00
30762,7358680.00
30763,11292789.00
30764,6315045.00
30765,5681019.00
30766,4955787.50
30767,10654737.00
30768,5878769.50
30769,6437522.50
30770,6315045.00
30771,5603327.00
30772,8680257.00
30773,10966343.00
30774,8157007.00
30775,16187392.00
30776,6948906.50
30777,6322014.50
30778,8034156.00
30779,9517332.00
30780,9023288.00
30781,7078418.00
30782,6695028.50
30783,5988070.00
30784,5378216.00
30785,7400659.00
30786,6255306.50
30787,9322256.00
30788,6011346.50
30789,7666433.00
30790,9598922.00
30791,10444593.00
30792,6841128.50
30793,13733062.00
30794,13700090.00
30795,11167104.00
30796,9388456.00
30797,15363530.00
30798,4339110.00
30799,8102894.00
30800,15371647.00
30801,9420965.00
30802,23839886.00
30803,5447116.50
30804,5504067.00
30805,11979096.00
30806,6813688.00
30807,8810699.00
30808,8387912.00
30809,6108967.00
30810,11304985.00
30811,5223368.50
30812,6101112.50
30813,7609350.00
30814,5022330.50
30815,6610637.50
30816,10284159.00
30817,2562671.00
30818,7264254.50
30819,8128698.00
30820,6354266.00
30821,24244008.00
30822,8151405.50
30823,6778930.50
30824,5141025.00
30825,9102396.00
30826,11953258.00
